age,brand,kmdriven,fuelType,bodyType,seatCap,transmission,owners,price,TYPE
8.0,7.0,30000.0,1.0,0.0,5.0,7.0,8.0,250000.0,0.0
6.0,8.0,78000.0,1.0,0.0,5.0,0.0,5.0,300000.0,0.0
11.0,3.0,229000.0,2.0,0.0,5.0,0.0,6.0,342452.0,0.0
13.0,19.0,100000.0,2.0,5.0,7.0,0.0,14.0,220000.0,0.0
10.0,8.0,100000.0,4.0,0.0,5.0,0.0,8.0,240000.0,0.0
2.0,2.0,17148.0,1.0,0.0,5.0,0.0,5.0,494000.0,0.0
13.0,8.0,80000.0,1.0,0.0,5.0,0.0,8.0,175000.0,0.0
16.0,2.0,80000.0,1.0,0.0,5.0,0.0,13.0,99999.0,0.0
12.0,2.0,140000.0,1.0,0.0,5.0,0.0,5.0,300000.0,0.0
10.0,2.0,86000.0,1.0,0.0,5.0,0.0,8.0,387000.0,0.0
12.0,19.0,180000.0,2.0,5.0,7.0,0.0,6.0,350000.0,0.0
19.0,3.0,60000.0,1.0,0.0,0.0,0.0,9.0,60000.0,0.0
12.0,4.0,120000.0,2.0,5.0,5.0,0.0,6.0,450000.0,0.0
12.0,13.0,50000.0,1.0,2.0,5.0,0.0,6.0,280000.0,0.0
12.0,13.0,125000.0,1.0,2.0,5.0,7.0,15.0,235000.0,0.0
13.0,18.0,150000.0,1.0,2.0,5.0,0.0,11.0,255000.0,0.0
13.0,12.0,85000.0,2.0,2.0,5.0,0.0,6.0,250000.0,0.0
7.0,18.0,88562.0,1.0,2.0,5.0,0.0,3.0,427000.0,0.0
6.0,19.0,47900.0,1.0,4.0,6.0,0.0,6.0,350000.0,0.0
17.0,8.0,60000.0,1.0,0.0,5.0,0.0,8.0,150000.0,0.0
10.0,8.0,40000.0,1.0,0.0,5.0,0.0,8.0,300000.0,0.0
5.0,3.0,25000.0,3.0,0.0,5.0,0.0,6.0,200000.0,0.0
7.0,7.0,35000.0,1.0,0.0,5.0,2.0,3.0,485000.0,0.0
7.0,8.0,63000.0,2.0,0.0,5.0,0.0,5.0,370000.0,0.0
11.0,3.0,132456.0,2.0,0.0,5.0,0.0,3.0,300000.0,0.0
12.0,18.0,100000.0,2.0,2.0,5.0,0.0,3.0,300000.0,0.0
19.0,18.0,100000.0,2.0,5.0,8.0,0.0,6.0,250000.0,0.0
19.0,18.0,50000.0,2.0,8.0,8.0,0.0,8.0,220000.0,0.0
13.0,16.0,91000.0,2.0,2.0,5.0,0.0,5.0,150000.0,0.0
13.0,3.0,184000.0,2.0,5.0,7.0,0.0,15.0,300000.0,0.0
9.0,2.0,100000.0,2.0,5.0,5.0,0.0,8.0,500000.0,0.0
9.0,7.0,46214.0,1.0,0.0,5.0,0.0,6.0,110000.0,0.0
14.0,8.0,90000.0,1.0,0.0,5.0,0.0,14.0,110000.0,0.0
14.0,8.0,160000.0,1.0,0.0,5.0,0.0,8.0,105000.0,0.0
8.0,7.0,70000.0,1.0,2.0,5.0,0.0,5.0,350000.0,0.0
8.0,17.0,83441.0,1.0,0.0,5.0,0.0,8.0,400671.0,0.0
12.0,2.0,70000.0,1.0,2.0,5.0,0.0,5.0,475000.0,0.0
9.0,8.0,100000.0,2.0,0.0,5.0,0.0,3.0,500000.0,0.0
10.0,2.0,105000.0,1.0,0.0,5.0,0.0,8.0,449000.0,0.0
3.0,2.0,27000.0,1.0,0.0,5.0,0.0,5.0,450000.0,0.0
11.0,3.0,95000.0,2.0,2.0,5.0,0.0,9.0,500000.0,0.0
7.0,2.0,15000.0,1.0,0.0,5.0,0.0,5.0,350000.0,0.0
13.0,18.0,370787.0,2.0,8.0,7.0,0.0,5.0,401000.0,0.0
12.0,3.0,85279.0,2.0,2.0,5.0,0.0,6.0,350000.0,0.0
8.0,13.0,60000.0,1.0,0.0,5.0,0.0,5.0,350000.0,0.0
16.0,18.0,133000.0,2.0,8.0,8.0,0.0,14.0,360000.0,0.0
5.0,3.0,25000.0,1.0,0.0,5.0,0.0,3.0,415000.0,0.0
11.0,3.0,85000.0,1.0,0.0,5.0,0.0,9.0,388212.0,0.0
14.0,3.0,243000.0,2.0,2.0,5.0,0.0,3.0,210000.0,0.0
14.0,2.0,75000.0,1.0,0.0,5.0,0.0,5.0,150000.0,0.0
8.0,2.0,50000.0,1.0,0.0,5.0,0.0,8.0,320000.0,0.0
10.0,8.0,150000.0,2.0,0.0,5.0,0.0,5.0,420000.0,0.0
11.0,3.0,96783.0,1.0,2.0,5.0,0.0,6.0,411000.0,0.0
14.0,8.0,80000.0,1.0,0.0,5.0,0.0,8.0,210000.0,0.0
15.0,13.0,60000.0,1.0,2.0,5.0,0.0,8.0,235000.0,0.0
12.0,7.0,100000.0,2.0,0.0,5.0,0.0,5.0,150000.0,0.0
9.0,13.0,44945.0,1.0,2.0,5.0,0.0,5.0,365000.0,0.0
11.0,8.0,50000.0,1.0,0.0,5.0,0.0,3.0,400000.0,0.0
11.0,11.0,62000.0,1.0,5.0,5.0,0.0,8.0,350000.0,0.0
7.0,3.0,67076.0,1.0,0.0,5.0,0.0,6.0,299000.0,0.0
19.0,7.0,272850.0,2.0,2.0,5.0,0.0,3.0,150000.0,0.0
16.0,8.0,140000.0,3.0,0.0,5.0,0.0,8.0,100000.0,0.0
11.0,9.0,90000.0,2.0,5.0,8.0,0.0,6.0,355000.0,0.0
7.0,3.0,82000.0,1.0,0.0,5.0,0.0,6.0,420000.0,0.0
15.0,9.0,100000.0,1.0,0.0,5.0,0.0,8.0,115000.0,0.0
10.0,3.0,100000.0,1.0,0.0,5.0,0.0,3.0,300000.0,0.0
11.0,13.0,100000.0,1.0,2.0,5.0,0.0,13.0,365000.0,0.0
5.0,3.0,54000.0,1.0,0.0,5.0,0.0,6.0,335000.0,0.0
12.0,8.0,120000.0,1.0,0.0,5.0,0.0,5.0,150000.0,0.0
8.0,3.0,80000.0,1.0,0.0,5.0,0.0,6.0,200000.0,0.0
3.0,2.0,32000.0,1.0,0.0,5.0,0.0,5.0,500000.0,0.0
12.0,2.0,60000.0,2.0,0.0,5.0,0.0,5.0,360000.0,0.0
8.0,4.0,20000.0,1.0,0.0,5.0,0.0,5.0,280000.0,0.0
