age,brand,kmdriven,fuelType,bodyType,seatCap,transmission,owners,price,TYPE
5.0,8.0,58000.0,2.0,5.0,5.0,0.0,5.0,690000.0,1.0
8.0,2.0,70000.0,1.0,0.0,5.0,0.0,5.0,700000.0,1.0
9.0,19.0,100000.0,2.0,5.0,7.0,0.0,11.0,520000.0,1.0
3.0,2.0,5000.0,1.0,0.0,5.0,0.0,5.0,575000.0,1.0
0.0,2.0,60153.0,1.0,2.0,5.0,0.0,5.0,565000.0,1.0
4.0,4.0,22778.0,1.0,5.0,5.0,7.0,5.0,625000.0,1.0
9.0,8.0,36470.0,2.0,0.0,5.0,0.0,3.0,565000.0,1.0
1.0,8.0,9895.0,1.0,1.0,5.0,0.0,3.0,899000.0,1.0
4.0,7.0,120000.0,2.0,5.0,5.0,0.0,13.0,600000.0,1.0
1.0,3.0,30000.0,1.0,2.0,5.0,0.0,3.0,550000.0,1.0
7.0,8.0,50000.0,1.0,0.0,5.0,0.0,8.0,590000.0,1.0
10.0,2.0,47000.0,2.0,5.0,5.0,0.0,11.0,550000.0,1.0
8.0,9.0,127300.0,2.0,5.0,10.0,0.0,5.0,675000.0,1.0
5.0,3.0,53328.0,1.0,0.0,5.0,0.0,3.0,559000.0,1.0
7.0,8.0,84225.0,1.0,5.0,5.0,0.0,8.0,695000.0,1.0
7.0,3.0,120000.0,1.0,7.0,7.0,0.0,9.0,700000.0,1.0
1.0,4.0,48000.0,1.0,8.0,7.0,0.0,5.0,550000.0,1.0
7.0,3.0,45735.0,1.0,5.0,7.0,0.0,3.0,850000.0,1.0
9.0,8.0,77828.0,2.0,5.0,5.0,7.0,3.0,635000.0,1.0
5.0,14.0,100000.0,1.0,5.0,5.0,0.0,5.0,890000.0,1.0
6.0,13.0,48362.0,2.0,1.0,5.0,0.0,3.0,525000.0,1.0
6.0,8.0,36000.0,1.0,0.0,5.0,3.0,3.0,635000.0,1.0
1.0,2.0,21000.0,1.0,0.0,5.0,0.0,5.0,650000.0,1.0
7.0,2.0,76000.0,2.0,5.0,5.0,0.0,8.0,850000.0,1.0
8.0,25.0,60000.0,2.0,5.0,5.0,0.0,5.0,800000.0,1.0
8.0,8.0,71000.0,2.0,5.0,5.0,0.0,3.0,795000.0,1.0
7.0,2.0,5600.0,1.0,0.0,5.0,0.0,5.0,700000.0,1.0
4.0,3.0,75000.0,1.0,7.0,7.0,0.0,6.0,900000.0,1.0
3.0,13.0,9500.0,1.0,2.0,5.0,0.0,5.0,680000.0,1.0
4.0,2.0,31278.0,1.0,0.0,5.0,0.0,5.0,580000.0,1.0
4.0,14.0,18370.0,1.0,5.0,5.0,0.0,5.0,879000.0,1.0
5.0,19.0,93321.0,2.0,4.0,5.0,0.0,3.0,850000.0,1.0
5.0,19.0,85000.0,2.0,4.0,7.0,0.0,3.0,900000.0,1.0
6.0,8.0,41365.0,1.0,0.0,5.0,0.0,5.0,510000.0,1.0
3.0,7.0,12162.0,1.0,4.0,5.0,2.0,3.0,687000.0,1.0
4.0,2.0,50000.0,1.0,0.0,5.0,0.0,8.0,620000.0,1.0
10.0,13.0,60000.0,1.0,0.0,5.0,0.0,6.0,525000.0,1.0
4.0,4.0,31606.0,1.0,8.0,7.0,7.0,5.0,677000.0,1.0
7.0,8.0,40000.0,1.0,0.0,5.0,0.0,5.0,600000.0,1.0
6.0,2.0,45000.0,1.0,0.0,5.0,0.0,5.0,700000.0,1.0
8.0,2.0,45000.0,1.0,2.0,5.0,0.0,5.0,675000.0,1.0
6.0,13.0,120000.0,2.0,5.0,5.0,0.0,5.0,675000.0,1.0
8.0,2.0,74000.0,2.0,8.0,7.0,0.0,5.0,770000.0,1.0
4.0,8.0,112000.0,1.0,5.0,5.0,0.0,5.0,640000.0,1.0
7.0,25.0,80000.0,1.0,5.0,5.0,7.0,8.0,900000.0,1.0
7.0,8.0,60000.0,2.0,5.0,5.0,0.0,5.0,750000.0,1.0
7.0,2.0,136000.0,2.0,8.0,7.0,0.0,5.0,690000.0,1.0
4.0,12.0,9506.0,1.0,5.0,5.0,0.0,5.0,599000.0,1.0
0.0,3.0,100.0,3.0,2.0,5.0,0.0,3.0,800000.0,1.0
8.0,19.0,120000.0,2.0,5.0,7.0,0.0,11.0,525000.0,1.0
1.0,8.0,20000.0,1.0,0.0,5.0,7.0,5.0,800000.0,1.0
3.0,4.0,13000.0,1.0,8.0,7.0,7.0,5.0,650000.0,1.0
13.0,19.0,185000.0,2.0,5.0,7.0,0.0,6.0,750000.0,1.0
2.0,14.0,22000.0,1.0,5.0,5.0,0.0,5.0,835000.0,1.0
2.0,4.0,15000.0,1.0,5.0,5.0,7.0,5.0,650000.0,1.0
4.0,3.0,64276.0,1.0,0.0,5.0,0.0,3.0,625000.0,1.0
8.0,8.0,120000.0,2.0,2.0,5.0,0.0,5.0,720000.0,1.0
6.0,2.0,50000.0,2.0,2.0,5.0,0.0,5.0,700000.0,1.0
6.0,2.0,61000.0,1.0,8.0,6.0,0.0,5.0,840000.0,1.0
6.0,19.0,46479.0,2.0,5.0,7.0,0.0,3.0,725000.0,1.0
3.0,8.0,28000.0,1.0,2.0,5.0,0.0,9.0,850000.0,1.0
5.0,13.0,18228.0,1.0,1.0,5.0,3.0,3.0,780000.0,1.0
2.0,4.0,35183.0,1.0,5.0,5.0,7.0,5.0,872000.0,1.0
2.0,16.0,42000.0,1.0,2.0,5.0,0.0,6.0,825000.0,1.0
9.0,8.0,74800.0,1.0,2.0,5.0,0.0,3.0,680000.0,1.0
6.0,3.0,58000.0,2.0,1.0,5.0,0.0,3.0,595000.0,1.0
1.0,2.0,6000.0,1.0,0.0,5.0,0.0,5.0,585000.0,1.0
7.0,2.0,70000.0,1.0,2.0,5.0,0.0,8.0,600000.0,1.0
1.0,3.0,36000.0,1.0,2.0,5.0,0.0,3.0,900000.0,1.0
8.0,3.0,57643.0,2.0,5.0,5.0,0.0,3.0,690000.0,1.0
4.0,7.0,40000.0,1.0,2.0,5.0,0.0,5.0,525000.0,1.0
3.0,2.0,30000.0,1.0,0.0,5.0,0.0,5.0,610000.0,1.0
4.0,12.0,40000.0,1.0,5.0,5.0,0.0,5.0,742000.0,1.0
6.0,11.0,72615.0,2.0,5.0,5.0,0.0,5.0,675000.0,1.0
