age,brand,kmdriven,fuelType,bodyType,seatCap,transmission,owners,price
3.0,7.0,78000.0,2.0,0.0,5.0,0.0,5.0,599999.0
8.0,8.0,100000.0,2.0,5.0,5.0,0.0,8.0,950000.0
12.0,8.0,120000.0,2.0,2.0,5.0,0.0,13.0,250000.0
4.0,8.0,20000.0,1.0,0.0,5.0,7.0,5.0,450000.0
3.0,7.0,10000.0,2.0,5.0,7.0,7.0,5.0,1900000.0
9.0,8.0,73156.0,2.0,0.0,5.0,0.0,3.0,350000.0
3.0,35.0,34000.0,1.0,5.0,5.0,7.0,5.0,4500000.0
1.0,31.0,5407.0,9.0,2.0,5.0,7.0,5.0,16000000.0
11.0,11.0,68800.0,2.0,5.0,5.0,0.0,3.0,370000.0
10.0,8.0,88000.0,1.0,2.0,5.0,0.0,3.0,450000.0
15.0,2.0,121202.0,1.0,0.0,5.0,0.0,5.0,205000.0
14.0,3.0,108000.0,3.0,2.0,5.0,0.0,15.0,200000.0
3.0,34.0,44692.0,1.0,2.0,5.0,7.0,3.0,5700000.0
2.0,2.0,20000.0,1.0,2.0,5.0,0.0,5.0,615000.0
8.0,19.0,65642.0,2.0,5.0,7.0,0.0,6.0,775000.0
12.0,31.0,69000.0,2.0,14.0,5.0,7.0,6.0,2850000.0
6.0,19.0,96000.0,2.0,5.0,9.0,0.0,8.0,790000.0
3.0,34.0,56000.0,1.0,2.0,5.0,7.0,3.0,5375000.0
3.0,34.0,42000.0,2.0,5.0,5.0,4.0,3.0,7000000.0
3.0,18.0,19000.0,7.0,7.0,7.0,3.0,3.0,11800000.0
7.0,3.0,67000.0,1.0,0.0,5.0,0.0,6.0,300000.0
1.0,35.0,7000.0,1.0,5.0,7.0,4.0,1.0,8500000.0
8.0,8.0,35887.0,1.0,0.0,5.0,0.0,6.0,385000.0
9.0,2.0,68000.0,1.0,0.0,5.0,0.0,5.0,390000.0
4.0,13.0,9348.0,1.0,0.0,5.0,0.0,6.0,640000.0
3.0,19.0,39500.0,2.0,5.0,7.0,0.0,6.0,1900000.0
12.0,2.0,60000.0,1.0,0.0,5.0,0.0,11.0,150000.0
6.0,1.0,40000.0,1.0,8.0,7.0,0.0,8.0,365000.0
0.0,2.0,30000.0,1.0,2.0,5.0,0.0,5.0,1000000.0
5.0,8.0,55000.0,1.0,5.0,5.0,0.0,5.0,1100000.0
9.0,2.0,85000.0,2.0,5.0,5.0,0.0,11.0,550000.0
12.0,2.0,188000.0,2.0,8.0,7.0,0.0,11.0,480000.0
8.0,11.0,70000.0,2.0,5.0,7.0,7.0,3.0,1999999.0
6.0,2.0,39000.0,1.0,2.0,5.0,0.0,5.0,715000.0
8.0,8.0,31000.0,1.0,0.0,5.0,0.0,3.0,475000.0
11.0,3.0,25000.0,2.0,2.0,5.0,0.0,12.0,300000.0
8.0,12.0,165000.0,2.0,2.0,5.0,0.0,6.0,550000.0
13.0,2.0,71321.0,1.0,2.0,5.0,0.0,5.0,375000.0
3.0,7.0,30000.0,2.0,5.0,5.0,0.0,8.0,1750000.0
2.0,8.0,35000.0,1.0,5.0,5.0,0.0,3.0,1300000.0
7.0,2.0,70000.0,2.0,5.0,5.0,0.0,5.0,850000.0
1.0,35.0,7820.0,1.0,5.0,5.0,5.0,1.0,4300000.0
8.0,18.0,146772.0,2.0,5.0,8.0,0.0,6.0,1350000.0
12.0,12.0,200000.0,2.0,5.0,7.0,0.0,9.0,500000.0
9.0,3.0,69752.0,2.0,5.0,5.0,0.0,3.0,650000.0
3.0,3.0,38000.0,1.0,9.0,5.0,0.0,3.0,550000.0
3.0,2.0,44000.0,1.0,2.0,5.0,0.0,5.0,800000.0
8.0,3.0,100000.0,1.0,0.0,5.0,0.0,3.0,300000.0
5.0,19.0,100000.0,2.0,5.0,5.0,0.0,8.0,849900.0
5.0,8.0,51123.0,1.0,0.0,5.0,2.0,3.0,550000.0
3.0,3.0,33000.0,1.0,0.0,5.0,0.0,3.0,900000.0
4.0,20.0,160000.0,2.0,5.0,6.0,7.0,5.0,2500000.0
2.0,8.0,49321.0,1.0,0.0,5.0,0.0,5.0,775001.0
1.0,8.0,10000.0,1.0,5.0,5.0,0.0,5.0,700000.0
1.0,29.0,11803.0,7.0,5.0,5.0,6.0,3.0,9200000.0
13.0,19.0,73197.0,2.0,5.0,7.0,0.0,6.0,511000.0
13.0,2.0,160000.0,2.0,2.0,5.0,0.0,5.0,300000.0
6.0,8.0,24639.0,1.0,0.0,5.0,0.0,3.0,411000.0
11.0,3.0,75000.0,1.0,2.0,5.0,0.0,3.0,325000.0
5.0,4.0,33000.0,1.0,0.0,5.0,0.0,5.0,325000.0
2.0,2.0,40000.0,1.0,0.0,5.0,0.0,5.0,880000.0
8.0,34.0,55000.0,1.0,2.0,5.0,7.0,3.0,2875000.0
1.0,7.0,12500.0,1.0,4.0,5.0,2.0,3.0,900000.0
3.0,32.0,3500.0,9.0,0.0,4.0,7.0,3.0,3800000.0
2.0,7.0,46000.0,3.0,0.0,5.0,0.0,3.0,600000.0
14.0,16.0,125000.0,2.0,0.0,5.0,0.0,9.0,200000.0
6.0,8.0,33000.0,1.0,0.0,5.0,0.0,3.0,500000.0
2.0,14.0,20000.0,1.0,5.0,5.0,7.0,5.0,1450000.0
12.0,3.0,78000.0,2.0,0.0,5.0,0.0,6.0,350000.0
5.0,14.0,56973.0,2.0,4.0,5.0,4.0,3.0,930000.0
6.0,3.0,55000.0,1.0,0.0,5.0,0.0,3.0,675000.0
1.0,2.0,28000.0,3.0,5.0,5.0,0.0,5.0,1050000.0
8.0,3.0,50895.0,1.0,0.0,5.0,2.0,3.0,370000.0
5.0,11.0,40000.0,2.0,5.0,5.0,0.0,5.0,700000.0
10.0,13.0,100000.0,2.0,2.0,5.0,0.0,5.0,575000.0
14.0,16.0,160000.0,2.0,5.0,5.0,0.0,8.0,315000.0
4.0,2.0,50000.0,1.0,0.0,5.0,0.0,5.0,308000.0
2.0,3.0,44579.0,1.0,2.0,5.0,7.0,3.0,981000.0
7.0,7.0,89000.0,2.0,5.0,7.0,7.0,6.0,875000.0
16.0,8.0,80000.0,1.0,0.0,5.0,0.0,3.0,180000.0
4.0,14.0,25645.0,1.0,5.0,5.0,0.0,5.0,897000.0
10.0,3.0,28326.0,1.0,2.0,5.0,0.0,3.0,460000.0
6.0,19.0,71467.0,2.0,5.0,7.0,0.0,3.0,1060000.0
2.0,4.0,22007.0,1.0,8.0,7.0,7.0,8.0,525000.0
3.0,14.0,40000.0,2.0,5.0,5.0,0.0,5.0,1050000.0
7.0,7.0,158000.0,2.0,1.0,5.0,0.0,6.0,400000.0
3.0,19.0,21479.0,2.0,5.0,7.0,0.0,6.0,1940015.0
8.0,4.0,46720.0,1.0,0.0,5.0,0.0,3.0,279000.0
1.0,29.0,11803.0,7.0,5.0,5.0,6.0,3.0,9200000.0
4.0,4.0,14872.0,1.0,0.0,5.0,0.0,5.0,377000.0
5.0,3.0,15000.0,1.0,7.0,7.0,0.0,3.0,1120000.0
2.0,14.0,26000.0,2.0,5.0,5.0,0.0,5.0,1850000.0
7.0,8.0,55000.0,1.0,0.0,5.0,0.0,3.0,380000.0
3.0,16.0,73000.0,1.0,2.0,5.0,5.0,3.0,2175000.0
8.0,35.0,66000.0,2.0,5.0,5.0,7.0,3.0,2540000.0
3.0,3.0,52000.0,1.0,7.0,7.0,0.0,3.0,935000.0
12.0,4.0,60000.0,2.0,5.0,5.0,0.0,8.0,325000.0
14.0,18.0,75000.0,2.0,8.0,7.0,0.0,5.0,725000.0
1.0,35.0,14300.0,1.0,14.0,5.0,5.0,3.0,4851000.0
1.0,35.0,3850.0,1.0,5.0,5.0,7.0,5.0,4125000.0
2.0,7.0,10000.0,1.0,5.0,5.0,7.0,8.0,750000.0
1.0,7.0,10000.0,1.0,5.0,5.0,0.0,5.0,700000.0
7.0,8.0,50232.0,1.0,0.0,5.0,0.0,8.0,587000.0
8.0,3.0,7000.0,1.0,0.0,5.0,0.0,3.0,300000.0
5.0,4.0,52000.0,1.0,8.0,7.0,0.0,5.0,525000.0
3.0,14.0,22000.0,1.0,5.0,5.0,0.0,5.0,1195000.0
1.0,3.0,50000.0,3.0,0.0,5.0,0.0,3.0,500000.0
4.0,18.0,90605.0,2.0,5.0,8.0,0.0,3.0,2150000.0
7.0,13.0,37856.0,1.0,0.0,5.0,0.0,3.0,480000.0
1.0,3.0,5000.0,3.0,0.0,5.0,0.0,3.0,900000.0
13.0,2.0,80000.0,2.0,2.0,5.0,0.0,8.0,400000.0
3.0,2.0,80000.0,1.0,0.0,5.0,0.0,5.0,650000.0
9.0,2.0,250000.0,1.0,2.0,5.0,0.0,8.0,310000.0
3.0,7.0,121642.0,1.0,4.0,5.0,0.0,3.0,850000.0
2.0,34.0,12000.0,2.0,5.0,5.0,4.0,3.0,8975000.0
8.0,4.0,30000.0,1.0,0.0,5.0,0.0,5.0,321000.0
4.0,11.0,70000.0,2.0,5.0,7.0,7.0,5.0,3300000.0
8.0,7.0,150000.0,2.0,2.0,5.0,0.0,8.0,285000.0
6.0,7.0,65000.0,2.0,5.0,7.0,7.0,3.0,1190000.0
4.0,8.0,27250.0,1.0,5.0,5.0,7.0,3.0,2143000.0
8.0,34.0,45000.0,2.0,2.0,5.0,7.0,3.0,3550000.0
0.0,19.0,19000.0,1.0,5.0,5.0,0.0,5.0,1450000.0
3.0,7.0,40000.0,1.0,5.0,5.0,0.0,5.0,800000.0
6.0,3.0,70000.0,1.0,0.0,5.0,0.0,3.0,460000.0
12.0,9.0,33000.0,2.0,0.0,5.0,0.0,3.0,149000.0
9.0,13.0,150000.0,2.0,2.0,5.0,0.0,8.0,600000.0
4.0,8.0,80000.0,2.0,5.0,5.0,0.0,8.0,1000000.0
13.0,3.0,100000.0,1.0,0.0,5.0,0.0,3.0,150000.0
4.0,4.0,13550.0,1.0,5.0,5.0,0.0,5.0,499000.0
4.0,2.0,50000.0,1.0,0.0,5.0,0.0,5.0,500000.0
11.0,13.0,120000.0,2.0,2.0,5.0,0.0,11.0,320000.0
10.0,2.0,60200.0,1.0,0.0,5.0,0.0,5.0,250000.0
4.0,18.0,67000.0,2.0,5.0,8.0,0.0,3.0,2100000.0
10.0,7.0,80000.0,2.0,2.0,5.0,0.0,8.0,270000.0
4.0,8.0,94000.0,1.0,0.0,5.0,0.0,8.0,640000.0
7.0,19.0,79865.0,2.0,5.0,7.0,0.0,3.0,1085000.0
16.0,3.0,65000.0,1.0,0.0,5.0,0.0,3.0,90000.0
1.0,8.0,20000.0,2.0,5.0,5.0,7.0,5.0,1900000.0
4.0,8.0,27000.0,1.0,5.0,5.0,0.0,3.0,899000.0
2.0,34.0,18600.0,9.0,5.0,5.0,7.0,1.0,4699000.0
11.0,3.0,67429.0,1.0,0.0,5.0,7.0,3.0,330000.0
1.0,20.0,20000.0,1.0,5.0,7.0,7.0,5.0,1500000.0
3.0,19.0,15000.0,1.0,5.0,7.0,0.0,3.0,1575000.0
6.0,2.0,30000.0,1.0,0.0,5.0,0.0,5.0,499000.0
2.0,19.0,35000.0,2.0,5.0,7.0,0.0,3.0,1695000.0
8.0,2.0,56325.0,1.0,0.0,5.0,0.0,5.0,530000.0
2.0,7.0,20000.0,1.0,0.0,5.0,0.0,5.0,650000.0
5.0,14.0,93000.0,2.0,5.0,5.0,0.0,5.0,880000.0
5.0,8.0,160000.0,1.0,5.0,5.0,0.0,5.0,1200000.0
9.0,19.0,121000.0,2.0,5.0,7.0,0.0,3.0,430000.0
4.0,14.0,60000.0,1.0,5.0,5.0,0.0,5.0,1200000.0
13.0,9.0,121000.0,2.0,0.0,5.0,0.0,6.0,40000.0
17.0,2.0,160000.0,1.0,0.0,5.0,0.0,8.0,150000.0
14.0,19.0,165000.0,2.0,8.0,7.0,0.0,14.0,280000.0
6.0,19.0,94000.0,2.0,8.0,8.0,0.0,5.0,750000.0
11.0,18.0,210000.0,1.0,2.0,5.0,0.0,9.0,350000.0
4.0,14.0,34268.0,2.0,4.0,5.0,0.0,3.0,1149000.0
2.0,18.0,20069.0,7.0,5.0,5.0,3.0,3.0,1851000.0
11.0,8.0,90000.0,2.0,2.0,5.0,0.0,13.0,375000.0
2.0,7.0,114287.0,2.0,5.0,5.0,0.0,3.0,1650000.0
13.0,3.0,157000.0,2.0,5.0,7.0,0.0,15.0,290000.0
11.0,2.0,180000.0,1.0,0.0,5.0,7.0,8.0,265000.0
8.0,4.0,60000.0,1.0,0.0,5.0,0.0,8.0,240000.0
9.0,34.0,59300.0,1.0,2.0,5.0,7.0,6.0,1675000.0
4.0,4.0,57000.0,1.0,7.0,7.0,0.0,3.0,575000.0
13.0,3.0,95000.0,2.0,5.0,7.0,0.0,9.0,469280.0
7.0,7.0,80000.0,2.0,8.0,7.0,0.0,5.0,570000.0
3.0,7.0,44000.0,2.0,5.0,6.0,0.0,5.0,1850000.0
3.0,20.0,41200.0,1.0,5.0,5.0,0.0,6.0,1380000.0
3.0,8.0,49555.0,1.0,4.0,5.0,1.0,3.0,842000.0
11.0,11.0,85000.0,2.0,5.0,5.0,0.0,8.0,410000.0
20.0,2.0,80000.0,1.0,2.0,5.0,0.0,11.0,95000.0
14.0,17.0,82000.0,2.0,0.0,5.0,0.0,6.0,350000.0
11.0,8.0,152000.0,2.0,0.0,5.0,0.0,6.0,285000.0
11.0,21.0,100000.0,2.0,5.0,7.0,0.0,5.0,950000.0
4.0,12.0,50000.0,1.0,5.0,5.0,0.0,5.0,530000.0
3.0,3.0,76000.0,3.0,7.0,7.0,0.0,6.0,970000.0
15.0,3.0,100000.0,1.0,0.0,5.0,0.0,9.0,190000.0
2.0,16.0,18000.0,1.0,2.0,5.0,5.0,3.0,1800000.0
13.0,2.0,44000.0,1.0,0.0,5.0,0.0,5.0,300000.0
13.0,9.0,80000.0,1.0,0.0,5.0,0.0,8.0,300000.0
10.0,19.0,72000.0,2.0,5.0,7.0,0.0,6.0,650000.0
12.0,13.0,50000.0,1.0,0.0,5.0,0.0,11.0,169000.0
1.0,8.0,15000.0,1.0,5.0,5.0,7.0,5.0,699000.0
13.0,7.0,120000.0,2.0,0.0,5.0,0.0,5.0,130000.0
11.0,18.0,120000.0,2.0,5.0,7.0,0.0,11.0,1300000.0
6.0,8.0,90000.0,1.0,2.0,5.0,0.0,5.0,720000.0
3.0,7.0,58000.0,3.0,0.0,5.0,0.0,5.0,535000.0
14.0,19.0,41000.0,2.0,8.0,8.0,0.0,5.0,500000.0
10.0,17.0,150000.0,2.0,2.0,5.0,0.0,11.0,425000.0
6.0,19.0,87000.0,2.0,5.0,7.0,0.0,5.0,1200000.0
16.0,2.0,166000.0,2.0,0.0,5.0,0.0,13.0,200000.0
11.0,2.0,56000.0,1.0,0.0,5.0,0.0,5.0,280000.0
5.0,3.0,52000.0,1.0,0.0,5.0,2.0,3.0,490000.0
2.0,14.0,120000.0,2.0,8.0,7.0,7.0,5.0,1550000.0
4.0,19.0,130000.0,2.0,5.0,7.0,0.0,6.0,1100000.0
8.0,3.0,115000.0,2.0,5.0,7.0,0.0,6.0,661000.0
12.0,7.0,29000.0,1.0,0.0,4.0,0.0,6.0,70000.0
4.0,20.0,42196.0,2.0,5.0,5.0,0.0,3.0,1675000.0
3.0,7.0,60000.0,1.0,0.0,5.0,0.0,3.0,420000.0
11.0,8.0,48000.0,1.0,0.0,5.0,0.0,3.0,385000.0
4.0,8.0,50000.0,1.0,0.0,5.0,0.0,5.0,510000.0
9.0,8.0,180000.0,2.0,1.0,5.0,0.0,3.0,260000.0
9.0,8.0,50000.0,2.0,2.0,5.0,0.0,5.0,300000.0
13.0,2.0,131000.0,2.0,0.0,5.0,0.0,8.0,430000.0
7.0,3.0,44041.0,1.0,0.0,5.0,0.0,9.0,312981.0
12.0,12.0,77000.0,2.0,5.0,5.0,0.0,3.0,490000.0
3.0,7.0,49000.0,9.0,0.0,5.0,7.0,3.0,730000.0
11.0,18.0,124000.0,2.0,5.0,7.0,0.0,15.0,1050000.0
10.0,31.0,72000.0,2.0,0.0,5.0,7.0,8.0,1525000.0
4.0,8.0,50000.0,2.0,2.0,5.0,0.0,5.0,1000000.0
13.0,19.0,60000.0,2.0,5.0,7.0,0.0,6.0,200000.0
5.0,14.0,49000.0,1.0,5.0,5.0,0.0,5.0,925000.0
1.0,34.0,4075.0,1.0,5.0,5.0,5.0,1.0,4918250.0
11.0,2.0,61000.0,1.0,0.0,5.0,0.0,5.0,220000.0
10.0,27.0,66000.0,2.0,5.0,5.0,7.0,3.0,7000000.0
8.0,3.0,49000.0,1.0,0.0,5.0,2.0,3.0,460000.0
7.0,7.0,90000.0,1.0,2.0,5.0,0.0,11.0,300000.0
3.0,3.0,34252.0,1.0,0.0,5.0,0.0,3.0,550001.0
3.0,18.0,60000.0,2.0,5.0,7.0,4.0,3.0,4000000.0
6.0,25.0,80000.0,2.0,5.0,5.0,0.0,5.0,1350000.0
8.0,3.0,21000.0,1.0,0.0,5.0,7.0,3.0,300000.0
3.0,17.0,33987.0,1.0,2.0,5.0,0.0,6.0,1145000.0
4.0,16.0,41000.0,1.0,2.0,5.0,5.0,3.0,2300000.0
8.0,34.0,90000.0,2.0,5.0,7.0,7.0,6.0,2700000.0
10.0,3.0,48673.0,1.0,2.0,5.0,0.0,3.0,446000.0
5.0,19.0,81628.0,2.0,5.0,7.0,0.0,3.0,1290000.0
2.0,19.0,69000.0,2.0,4.0,5.0,0.0,3.0,1110000.0
2.0,13.0,30000.0,1.0,2.0,5.0,0.0,5.0,750000.0
2.0,3.0,45000.0,1.0,0.0,5.0,0.0,3.0,550000.0
9.0,18.0,24000.0,2.0,2.0,5.0,0.0,8.0,480000.0
6.0,8.0,90000.0,2.0,2.0,5.0,0.0,5.0,515000.0
4.0,8.0,70000.0,1.0,0.0,5.0,0.0,8.0,715000.0
8.0,4.0,50000.0,1.0,0.0,5.0,0.0,5.0,325000.0
7.0,11.0,120000.0,2.0,5.0,7.0,7.0,5.0,1600000.0
10.0,9.0,90000.0,2.0,8.0,7.0,0.0,8.0,250000.0
10.0,18.0,180000.0,2.0,5.0,7.0,0.0,11.0,850000.0
14.0,2.0,40000.0,1.0,0.0,5.0,0.0,8.0,105000.0
14.0,18.0,90000.0,1.0,2.0,5.0,0.0,8.0,140000.0
3.0,19.0,35000.0,1.0,5.0,5.0,7.0,5.0,1200000.0
10.0,17.0,180000.0,2.0,2.0,5.0,7.0,6.0,350000.0
3.0,3.0,52000.0,1.0,0.0,5.0,2.0,3.0,650000.0
4.0,8.0,90000.0,2.0,5.0,5.0,0.0,3.0,1400000.0
15.0,8.0,120000.0,2.0,2.0,5.0,0.0,11.0,140000.0
8.0,19.0,120000.0,2.0,5.0,7.0,0.0,8.0,700000.0
2.0,31.0,28485.0,2.0,2.0,5.0,4.0,3.0,4600000.0
4.0,13.0,83904.0,1.0,1.0,5.0,0.0,6.0,476000.0
7.0,3.0,45000.0,1.0,0.0,5.0,0.0,6.0,525000.0
5.0,8.0,96403.0,2.0,4.0,5.0,0.0,3.0,990000.0
13.0,2.0,48000.0,1.0,0.0,5.0,0.0,5.0,150000.0
9.0,8.0,38000.0,1.0,0.0,5.0,0.0,5.0,535000.0
12.0,8.0,178779.0,1.0,0.0,5.0,0.0,8.0,270000.0
15.0,8.0,110000.0,2.0,2.0,5.0,0.0,5.0,200000.0
4.0,19.0,60000.0,2.0,5.0,7.0,0.0,5.0,850000.0
5.0,3.0,90000.0,1.0,1.0,5.0,0.0,6.0,514915.0
13.0,4.0,112000.0,2.0,5.0,5.0,7.0,3.0,350000.0
15.0,7.0,50000.0,1.0,0.0,5.0,0.0,11.0,98000.0
8.0,4.0,30600.0,1.0,0.0,5.0,0.0,5.0,305000.0
8.0,3.0,45000.0,1.0,0.0,5.0,0.0,6.0,335001.0
6.0,16.0,73000.0,1.0,2.0,5.0,0.0,5.0,700000.0
11.0,2.0,104445.0,2.0,0.0,5.0,0.0,8.0,390000.0
4.0,36.0,30000.0,1.0,14.0,4.0,7.0,5.0,17500000.0
1.0,2.0,32000.0,1.0,2.0,5.0,0.0,5.0,650000.0
22.0,18.0,65000.0,1.0,2.0,0.0,0.0,3.0,475000.0
11.0,8.0,68000.0,2.0,2.0,5.0,0.0,5.0,725000.0
10.0,2.0,92000.0,2.0,0.0,5.0,0.0,8.0,475000.0
3.0,2.0,10000.0,1.0,0.0,5.0,0.0,5.0,535000.0
4.0,18.0,100000.0,2.0,8.0,7.0,0.0,5.0,2051000.0
5.0,14.0,83150.0,1.0,4.0,5.0,0.0,3.0,945000.0
7.0,3.0,95000.0,2.0,5.0,5.0,0.0,6.0,680000.0
4.0,20.0,50000.0,2.0,5.0,6.0,4.0,3.0,2500000.0
11.0,19.0,120000.0,2.0,5.0,7.0,0.0,5.0,720000.0
11.0,8.0,60000.0,1.0,0.0,5.0,0.0,8.0,180000.0
7.0,19.0,50000.0,2.0,5.0,6.0,0.0,3.0,514453.0
7.0,3.0,56685.0,1.0,0.0,5.0,2.0,6.0,375000.0
15.0,8.0,80000.0,1.0,0.0,5.0,0.0,11.0,255000.0
2.0,8.0,30000.0,3.0,2.0,5.0,0.0,5.0,750000.0
3.0,4.0,9809.0,1.0,0.0,5.0,0.0,5.0,399000.0
13.0,2.0,117300.0,1.0,2.0,5.0,0.0,8.0,350000.0
1.0,2.0,40000.0,3.0,5.0,5.0,0.0,5.0,1200000.0
12.0,11.0,115000.0,2.0,5.0,5.0,0.0,5.0,395000.0
15.0,9.0,100000.0,1.0,0.0,5.0,0.0,5.0,90000.0
13.0,7.0,134500.0,2.0,0.0,5.0,0.0,6.0,120000.0
9.0,12.0,70000.0,1.0,0.0,5.0,0.0,8.0,150000.0
8.0,3.0,87000.0,2.0,1.0,5.0,0.0,3.0,650000.0
8.0,2.0,50000.0,1.0,0.0,5.0,0.0,5.0,275000.0
4.0,3.0,79000.0,1.0,1.0,5.0,0.0,6.0,600000.0
8.0,2.0,78000.0,1.0,0.0,5.0,0.0,8.0,235000.0
3.0,19.0,40000.0,2.0,5.0,4.0,0.0,8.0,1351000.0
11.0,18.0,240000.0,2.0,5.0,7.0,0.0,5.0,1550000.0
6.0,13.0,50276.0,1.0,2.0,5.0,0.0,3.0,797000.0
2.0,19.0,29430.0,2.0,5.0,7.0,0.0,3.0,1365000.0
8.0,8.0,90000.0,1.0,5.0,5.0,0.0,8.0,600000.0
10.0,8.0,120000.0,2.0,5.0,7.0,7.0,6.0,1000000.0
6.0,18.0,76000.0,2.0,5.0,7.0,0.0,3.0,1500000.0
16.0,7.0,94000.0,2.0,0.0,5.0,0.0,8.0,45000.0
8.0,2.0,70000.0,2.0,0.0,5.0,0.0,5.0,525000.0
4.0,7.0,95000.0,2.0,5.0,5.0,0.0,5.0,1350000.0
13.0,7.0,157000.0,2.0,0.0,5.0,0.0,15.0,155000.0
6.0,2.0,105000.0,3.0,0.0,5.0,0.0,5.0,400000.0
1.0,19.0,9000.0,2.0,4.0,7.0,0.0,3.0,950000.0
3.0,3.0,70000.0,1.0,0.0,5.0,0.0,6.0,600000.0
4.0,18.0,85333.0,2.0,5.0,8.0,0.0,3.0,1945000.0
5.0,18.0,68000.0,2.0,5.0,7.0,0.0,3.0,1890000.0
12.0,2.0,60000.0,1.0,0.0,5.0,0.0,8.0,130000.0
9.0,8.0,140000.0,2.0,5.0,5.0,0.0,6.0,780000.0
5.0,7.0,40000.0,1.0,5.0,5.0,7.0,11.0,600000.0
7.0,2.0,150000.0,1.0,0.0,5.0,0.0,5.0,300000.0
7.0,19.0,112000.0,2.0,8.0,7.0,0.0,5.0,570000.0
4.0,19.0,100000.0,2.0,5.0,7.0,0.0,5.0,900000.0
10.0,8.0,92257.0,1.0,0.0,5.0,0.0,6.0,500000.0
6.0,7.0,60000.0,2.0,5.0,5.0,7.0,5.0,650000.0
14.0,2.0,56000.0,1.0,0.0,5.0,0.0,5.0,225000.0
7.0,13.0,100000.0,2.0,2.0,5.0,0.0,8.0,720000.0
6.0,19.0,110000.0,2.0,5.0,7.0,0.0,8.0,1050000.0
15.0,19.0,100000.0,2.0,5.0,8.0,7.0,11.0,375000.0
8.0,19.0,79000.0,2.0,5.0,7.0,0.0,5.0,480000.0
4.0,7.0,33000.0,1.0,4.0,5.0,0.0,3.0,600000.0
6.0,2.0,75826.0,2.0,0.0,5.0,0.0,5.0,670000.0
9.0,8.0,35000.0,1.0,0.0,5.0,0.0,6.0,500000.0
1.0,2.0,50000.0,1.0,8.0,6.0,0.0,5.0,1300000.0
3.0,19.0,51080.0,2.0,5.0,7.0,4.0,3.0,2000000.0
9.0,34.0,45000.0,2.0,5.0,5.0,7.0,6.0,1650000.0
6.0,25.0,29926.0,1.0,5.0,5.0,7.0,3.0,1350000.0
4.0,14.0,43000.0,2.0,5.0,5.0,7.0,8.0,1500000.0
5.0,16.0,68000.0,2.0,5.0,7.0,7.0,3.0,3049999.0
10.0,17.0,49000.0,2.0,0.0,5.0,0.0,5.0,450000.0
14.0,8.0,125000.0,3.0,0.0,5.0,0.0,11.0,90000.0
3.0,19.0,32623.0,2.0,5.0,4.0,0.0,3.0,1425000.0
8.0,13.0,94000.0,2.0,5.0,5.0,0.0,3.0,595000.0
1.0,3.0,6500.0,1.0,3.0,4.0,4.0,3.0,1400000.0
1.0,2.0,10000.0,1.0,0.0,5.0,0.0,5.0,595000.0
5.0,2.0,47000.0,1.0,0.0,5.0,7.0,5.0,450000.0
3.0,17.0,55629.0,1.0,0.0,5.0,0.0,3.0,1000000.0
6.0,19.0,150000.0,2.0,5.0,7.0,0.0,8.0,400000.0
2.0,8.0,20000.0,1.0,0.0,5.0,0.0,3.0,600000.0
12.0,19.0,60494.0,2.0,5.0,7.0,0.0,3.0,465000.0
8.0,2.0,40000.0,1.0,0.0,5.0,0.0,5.0,600000.0
4.0,7.0,117000.0,2.0,5.0,5.0,0.0,5.0,800000.0
2.0,14.0,37000.0,2.0,5.0,5.0,4.0,3.0,1725000.0
9.0,31.0,65000.0,2.0,2.0,4.0,7.0,3.0,3300000.0
10.0,18.0,160000.0,2.0,5.0,7.0,0.0,11.0,1300000.0
4.0,14.0,92000.0,2.0,5.0,5.0,0.0,5.0,1100000.0
3.0,18.0,53995.0,2.0,7.0,7.0,4.0,3.0,2175000.0
0.0,3.0,2356.0,1.0,0.0,5.0,0.0,3.0,900000.0
14.0,19.0,160000.0,2.0,5.0,8.0,0.0,5.0,400000.0
8.0,19.0,81000.0,2.0,5.0,7.0,0.0,3.0,875000.0
7.0,1.0,40000.0,1.0,0.0,5.0,0.0,8.0,230000.0
7.0,7.0,70000.0,1.0,2.0,5.0,0.0,5.0,375000.0
13.0,8.0,80000.0,2.0,2.0,5.0,7.0,3.0,340000.0
14.0,13.0,79000.0,1.0,2.0,5.0,0.0,9.0,300000.0
7.0,3.0,85000.0,2.0,5.0,7.0,0.0,6.0,750000.0
7.0,2.0,67000.0,1.0,0.0,5.0,0.0,8.0,480000.0
13.0,11.0,100000.0,2.0,0.0,5.0,0.0,8.0,60000.0
9.0,4.0,42000.0,1.0,0.0,5.0,0.0,12.0,210000.0
6.0,2.0,58000.0,1.0,0.0,5.0,0.0,5.0,270000.0
3.0,16.0,94000.0,1.0,5.0,5.0,0.0,3.0,1200000.0
13.0,18.0,120000.0,2.0,8.0,8.0,0.0,8.0,1100000.0
3.0,2.0,20000.0,1.0,0.0,5.0,0.0,5.0,375000.0
12.0,8.0,78117.0,2.0,2.0,5.0,7.0,3.0,487000.0
8.0,19.0,70854.0,2.0,5.0,7.0,0.0,3.0,1200000.0
3.0,13.0,30000.0,1.0,2.0,5.0,7.0,5.0,900000.0
2.0,7.0,75000.0,2.0,5.0,6.0,7.0,8.0,1550000.0
9.0,4.0,121000.0,1.0,0.0,5.0,0.0,6.0,199900.0
